Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,Zipcode,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,Icon Parking 235 W 48th - Tesla Destination,235 W 48th St,,Manhattan,NY,10036,,212-245-9421  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.760856,-73.986218,9/30/2019,114972,3/2/2020 20:14,P,,,11/1/2018,TESLA
ELEC,Icon Parking 70 Gold Street - Tesla Destination,80 Gold St,,New York,NY,10038,,212-964-5250  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.709609,-74.004401,9/30/2019,115186,3/2/2020 20:14,P,,,11/1/2018,J1772 TESLA
ELEC,Rapidpark 25-27 Beekman Street - Tesla Destination,25-27 Beekman St,,New York,NY,10038,,212-766-0871  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.710628,-74.006186,9/30/2019,115071,3/2/2020 20:14,P,,,9/1/2017,J1772 TESLA
ELEC,Rapid Parking,25 Beekman St,,New York,NY,10038,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.710636,-74.006195,4/1/2020,124148,4/1/2020 8:08,,,,,J1772
ELEC,TATABROOKFIELD,11 E Loop Rd,"#2; Second charger in parking garage, from ""Parking Customer Exit"" gate.#3; Third charger in parking garage, from ""Parking Customer Exit"" gate.#4; Fourth charger in parking garage, from ""Parking Customer Exit"" gate.#5; 2nd charger from tenant entrance doors#6; Next to tenant entrance#7; Hncp parking stall and near yellow cabinet#8; Near electric panel on the north wall at back of parking garageGATEWAY #1; First charger in parking garage, next to ""Parking Customer Exit"" gate.",New York,NY,10044,,888-758-4389,E,,Public,24 hours daily,,,8,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.755314,-73.955605,4/1/2020,143191,4/1/2020 9:20,,,,,J1772
ELEC,Central Parking - 222 E 65th St- Station 1,222  E 65th St,,New York,NY,10065,,855-443-3873,E,,Public,24 hours daily,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.764616,-73.962228,4/1/2020,72888,4/1/2020 10:07,,,,,J1772
ELEC,GMC Parking Narragansett - Tesla Destination,124 E 63rd St,,New York,NY,10065,,212-838-2720  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.764767,-73.967021,9/30/2019,115007,3/2/2020 20:14,P,,,9/1/2017,J1772 TESLA
ELEC,Prime Parking Systems - 155 E 68th Street - Tesla Destination,155 E 68th St,,New York,NY,10065,,212-327-2626  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.768032,-73.963983,9/30/2019,115024,3/2/2020 20:14,P,,,1/1/2016,J1772 TESLA
ELEC,iPark 3 E 67th Street - Tesla Destination,3 E 67th St,,New York,NY,10065,,212-650-0996  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.769386,-73.969137,9/30/2019,115080,3/2/2020 20:14,P,,,3/1/2017,J1772 TESLA
ELEC,Central Parking - 222 E 65th St- Station 2,222  E 65th St,,New York,NY,10065,,855-443-3873,E,,Public,24 hours daily,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.764616,-73.962278,4/1/2020,72916,4/1/2020 10:07,,,,,J1772
ELEC,GMC 111 E 82nd St - Tesla Destination,111 E 82nd St,,New York,NY,10065,,212-288-9645  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.777545,-73.958471,9/30/2019,115000,3/2/2020 20:14,P,,,12/15/2016,J1772 TESLA
ELEC,iPark 650 Parking Corp - Tesla Destination,80  E 67th St,,New York,NY,10065,,212-472-2596  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.767935,-73.96671,9/30/2019,115185,3/2/2020 20:14,P,,,11/1/2018,J1772 TESLA
ELEC,Loews Regency New York - Tesla Destination,540 Park Ave,,New York,NY,10065,,212-759-4100  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.764608,-73.969355,9/30/2019,115156,3/2/2020 20:14,P,,,11/1/2016,J1772 TESLA
ELEC,Icon Parking 205 E 63rd St - Tesla Destination,205  E 63rd St,,Manhattan,NY,10065,,212-750-3535  877-798-3752,E,,Public,24 hours daily; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.764174,-73.964533,9/30/2019,114974,3/2/2020 20:14,P,,,11/1/2016,TESLA
ELEC,BEAM CHARGING,205 E 63rd St,UPTOWN PARKING; basement level opposite managers office,Manhattan,NY,10065,,888-758-4389,E,,Public,24 hours daily,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.763905,-73.964485,4/1/2020,43263,4/1/2020 9:20,,,,,J1772 NEMA520
ELEC,Icon Parking 279 East 65th Street - Tesla Destination,279 E 65th St,,New York,NY,10065,,212-644-7413  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.764758,-73.962042,9/30/2019,115077,3/2/2020 20:14,P,,,11/1/2018,J1772 TESLA
ELEC,iPark 112 E 65th Street - Tesla Destination,112 E 65th St,,New York,NY,10065,,646-556-7342  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.766174,-73.966419,9/30/2019,115001,3/2/2020 20:14,P,,,11/1/2018,J1772 TESLA
ELEC,BEAM CHARGING,860 5th Ave,860 FIFTH AVE; See valet attendant to use the charging station.,New York,NY,10065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.769134,-73.968707,4/1/2020,51681,4/1/2020 9:20,,,,,J1772
ELEC,City Parking E 61st Street - Tesla Destination,425 E 61st St,,New York,NY,10065,,212-219-3413  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.760522,-73.959278,9/30/2019,115135,3/2/2020 20:14,P,,,9/1/2017,J1772 TESLA
ELEC,Icon Parking 360 E 65th - Tesla Destination,360 E 65th St,,Manhattan,NY,10065,,212-772-7728  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.763564,-73.960236,9/30/2019,114973,3/2/2020 20:14,P,,,11/1/2018,TESLA
ELEC,BEAM CHARGING,1081 3rd Ave,1081 3RD AVENUE; See Valet for instructions on using charging station.,New York,NY,10065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.764341,-73.96408,4/1/2020,51682,4/1/2020 9:20,,,,,J1772
ELEC,Enterprise Parking 200 E 69th St - Tesla Destination,200 E 69th St,,New York,NY,10065,,212)-564-3199  877-798-3752,E,,Public,24 hours daily; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.767289,-73.961762,9/30/2019,115041,3/2/2020 20:14,P,,,11/1/2016,TESLA
ELEC,Parkit 301 E 64th - Tesla Destination,301 E 64th St,,New York,NY,10065,,212-929-9404  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.76389,-73.961892,9/30/2019,115087,3/2/2020 20:14,P,,,1/1/2016,J1772 TESLA
ELEC,Quik Park Hudson 180 LLC - Tesla Destination,180 Riverside Blvd,,New York,NY,10069,,212-352-0514  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.778397,-73.987899,9/30/2019,115033,3/2/2020 20:14,P,,,1/1/2016,J1772 TESLA
ELEC,Icon 80 Riverside Blvd - Tesla Destination,80 Riverside Blvd,,New York,NY,10069,,212-245-1840  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.775054,-73.989946,9/30/2019,115187,3/2/2020 20:14,P,,,8/15/2016,J1772 TESLA
ELEC,Icon 299 Peal Street Seaport Parking - Tesla Destination,238 Pearl St,,New York,NY,10069,,212-227-2215  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.70736,-74.004989,9/30/2019,115063,3/2/2020 20:14,P,,,8/15/2016,J1772 TESLA
ELEC,iPark NYC E 80th Street - Tesla Destination,345 E 80th St,,New York,NY,10075,,855-472-7569  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.773471,-73.952304,9/30/2019,150517,3/2/2020 20:14,P,,,9/30/2019,J1772 TESLA
ELEC,iPark 530 E 80th Street - Tesla Destination,530 E 80th St,,New York,NY,10075,,212-439-1580  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.771136,-73.948252,9/30/2019,115151,3/2/2020 20:14,P,,,3/1/2017,J1772 TESLA
ELEC,iPark NYC 345 East Garage - Tesla Destination,345 East 80th St,,New York,NY,10075,,855-472-7569  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.773471,-73.952304,9/30/2019,115105,3/2/2020 20:14,P,,,1/1/2016,J1772 TESLA
ELEC,imPark 422 E 79th Street - Tesla Destination,422  E 79th St,,New York,NY,10075,,212-737-6283  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.771766,-73.951838,9/30/2019,115132,3/2/2020 20:14,P,,,9/1/2017,J1772 TESLA
ELEC,GGMC Parking 415 E 79th - Tesla Destination,415 E 79th St,,New York,NY,10075,,212-650-1275  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.772197,-73.95183,9/30/2019,115127,3/2/2020 20:14,P,,,3/1/2017,J1772 TESLA
ELEC,IMPark 188 E 78th St - Tesla Destination,188 E 78th St,,Manhattan,NY,10075,,212-535-0403  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.773467,-73.958287,9/30/2019,150580,3/2/2020 20:14,P,,,9/30/2019,TESLA
ELEC,Parkright 300 E 77th St - Tesla Destination,300 East 77th St,,New York,NY,10075,,212-247-7303  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.771689,-73.955816,9/30/2019,115085,3/2/2020 20:14,P,,,1/1/2016,J1772 TESLA
ELEC,GGMC Parking 50 E 79th St Garage - Tesla Destination,50 E 79th St,,New York,NY,10075,,212-879-0670  877-798-3752,E,,Public,24 hours daily; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.775932,-73.961937,9/30/2019,115144,3/2/2020 20:14,P,,,1/1/2016,TESLA
ELEC,Brookfield Place - Tesla Supercharger,250 Vesey Street,,New York,NY,10080,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,4,,Tesla,http://www.teslamotors.com/supercharger,GPS,40.714177,-74.016332,1/31/2020,153434,2/6/2020 19:50,P,,,1/31/2020,TESLA
ELEC,1345 Parking Garage - Tesla Destination,1345 6th Ave,,New York,NY,10105,,212-245-8708  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.76351,-73.979364,9/30/2019,115012,3/2/2020 20:14,P,,,11/1/2018,J1772 TESLA
ELEC,CARCHARGING,1 Pennsylvania Plaza,ICON-1 PENN PLA; See valet attendant for charging station,New York,NY,10119,,888-758-4389,E,,Public,24 hours daily,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.75147,-73.99278,4/1/2020,56001,4/1/2020 9:20,,,,,J1772 NEMA520
ELEC,GGMC Yorkville Car Park - Tesla Destination,230 E 92nd St,,New York,NY,10128,,212-410-2184  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.782163,-73.95059,9/30/2019,115060,3/2/2020 20:14,P,,,3/1/2017,J1772 TESLA
ELEC,Icon Parking - Claridge 87 Parking,200-206 E 88th Street,Entrance on 205 E 87th St or 206 E 88th St between 2nd & 3rd Ave,New York,NY,10128,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.779901,-73.952675,4/1/2020,96488,4/1/2020 8:08,,,,,J1772
ELEC,GGMC Ruppert Car Park - Tesla Destination,245 E 90th St,,New York,NY,10128,,212-722-0188  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.780918,-73.950526,9/30/2019,115066,3/2/2020 20:14,P,,,11/1/2018,J1772 TESLA
ELEC,Rapidpark 340 94th Street - Tesla Destination,340 E 94th St,,New York,NY,10128,,212-369-8681  877-798-3752,E,,Public - Call ahead,24 hours daily,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.781961,-73.946209,9/30/2019,115104,3/2/2020 20:14,P,,,1/1/2016,J1772 TESLA
ELEC,iPark NYC The Carnegie Garage - Tesla Destination,200 E 94th St,,New York,NY,10128,,855-472-7569  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.783355,-73.949998,9/30/2019,115043,3/2/2020 20:14,P,,,9/1/2016,J1772 TESLA
ELEC,MPG 340 East 93rd - Tesla Destination,340 E 93rd St,,New York,NY,10128,,212-490-3460  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.781375,-73.946721,9/30/2019,115103,3/2/2020 20:14,P,,,11/1/2018,J1772 TESLA
ELEC,Icon Parking E 88th Street - Tesla Destination,536 E 88th St,,New York,NY,10128,,877-727-5464  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.776302,-73.944521,9/30/2019,115153,3/2/2020 20:14,P,,,1/1/2016,J1772 TESLA
ELEC,GGMC Parking Carnegie Garage - Tesla Destination,40 E 94th St,,New York,NY,10128,,212-369-9304  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.785524,-73.95496,9/30/2019,115117,3/2/2020 20:14,P,,,11/1/2018,J1772 TESLA
ELEC,RapidPark 600 Columbus Ave - Tesla Destination,600 Columbus Ave,,New York,NY,10128,,212-874-7086  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.788716,-73.970934,9/30/2019,115169,3/2/2020 20:14,P,,,8/15/2016,J1772 TESLA
ELEC,Strathmore,400 E 84th St,,New York,NY,10128,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.775203,-73.950295,4/1/2020,124832,4/1/2020 8:08,,,,,J1772
ELEC,BEAM CHARGING,375 Park Ave,SEAGRAMS BLDG; See valet attendant to use charging station.,New York,NY,10152,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.758462,-73.972211,4/1/2020,51683,4/1/2020 9:20,,,,,J1772
ELEC,Icon Parking 150 E 58th Street - Tesla Destination,150 E 58th St,,New York,NY,10155,,212-755-8678  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.76161,-73.96775,9/30/2019,115019,3/2/2020 20:14,P,,,5/1/2016,J1772 TESLA
ELEC,Quik Park Little West LLC - Tesla Destination,70 Little West St,,New York,NY,10280,,212-349-8316  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.706976,-74.016962,9/30/2019,115179,3/2/2020 20:14,P,,,11/1/2018,J1772 TESLA
ELEC,MP 225 LLC,225 Rector Pl,"NS1-225 RECTOR; First level of garage, east wall near garage cashier office",New York,NY,10280,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.709225,-74.016154,4/1/2020,52290,4/1/2020 9:20,,,,,J1772
ELEC,GGMC Parking Battery Place - Tesla Destination,50 Battery Pl,,New York,NY,10280,,212-945-3109  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.706643,-74.018095,9/30/2019,115143,3/2/2020 20:14,P,,,11/1/2018,J1772 TESLA
ELEC,Center Park 250 Albany - Tesla Destination,250 Albany St,,Manhattan,NY,10280,,212-945-1876  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.709643,-74.015239,9/30/2019,150574,3/2/2020 20:14,P,,,9/30/2019,TESLA
ELEC,GGMC The Cove - Tesla Destination,99 Battery Pl,,New York,NY,10280,,212-945-3109  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.707624,-74.016593,9/30/2019,115197,3/2/2020 20:14,P,,,9/1/2017,J1772 TESLA
ELEC,Icon Parking 237 West Thames - Tesla Destination,237 W Thames,,New York,NY,10280,,212-786-4796  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.708465,-74.016762,9/30/2019,115062,3/2/2020 20:14,P,,,11/1/2018,J1772 TESLA
ELEC,Standard Parking Gateway Plaza Garage - Tesla Destination,339 South End Ave,,New York,NY,10280,,800-836-6666  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.710652,-74.016396,9/30/2019,115102,3/2/2020 20:14,P,,,9/1/2017,J1772 TESLA
ELEC,Greenlots - 92086,200 Liberty,,New York,NY,10281,,855-900-7584,E,,Public,24 hours daily,,,2,,,Greenlots,http://greenlots.com/,200-9,40.710905,-74.015585,4/1/2020,99175,4/1/2020 10:08,,,,,J1772
ELEC,Greenlots - 92052,250 Vesey St,,New York,NY,10281,,855-900-7584,E,,Public,24 hours daily,,,2,,,Greenlots,http://greenlots.com/,200-9,40.713828,-74.015909,4/1/2020,99159,4/1/2020 10:08,,,,,J1772
ELEC,Tribeca Green,325 North End Ave,,New York,NY,10282,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.71695,-74.014948,4/1/2020,144101,4/1/2020 8:08,,,,,J1772
ELEC,ALBANESE ORG,20 River Terrace,NS1-20RIVER TERTHE SOLAIRE ST1,New York,NY,10282,,888-758-4389,E,,Public,24 hours daily,,,2,1,,ChargePoint Network,http://www.chargepoint.com/,200-9,40.716604,-74.016103,4/1/2020,77133,4/1/2020 9:20,,,,,J1772 J1772COMBO
ELEC,ALBANESE ORG,95 North End Ave,NS1-211NORTHEND,New York,NY,10282,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.715102,-74.016329,4/1/2020,77132,4/1/2020 9:20,,,,,J1772
ELEC,Quik Park 40 Riverside Blvd - Tesla Destination,251 W 62nd St,,New York,NY,10282,,212-247-9899  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.773464,-73.989532,9/30/2019,115070,3/2/2020 20:14,P,,,8/15/2016,J1772 TESLA
ELEC,Saint George Courthouse,54 Central Ave,,Staten Island,NY,10301,,718-524-1190  866-816-7584,E,,Public,24 hours daily,,,5,,,EV Connect,http://evconnect.com/,200-9,40.63947,-74.076912,5/9/2019,65296,3/26/2020 17:18,LG,,,8/8/2016,J1772
ELEC,HD OF SI,1973 Forest Ave,DCFAST HOG; Next to service elevator on side of building ,Mariners Harbor,NY,10303,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.626186,-74.155136,4/1/2020,144996,4/1/2020 9:20,,,,,J1772COMBO
ELEC,Bruno's Bakery and Restaurant - Tesla Destination,1650 Hylan Blvd,,Staten Island,NY,10305,,718-987-5859  877-798-3752,E,,Public,24 hours daily,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.588001,-74.090126,9/30/2019,150697,3/2/2020 20:14,P,,,9/30/2019,TESLA
ELEC,Nissan of Staten Island,1976 Hylan Blvd,,Staten Island,NY,10306,,718-447-3800,E,,Public,Dealership business hours,,,1,,,Non-Networked,,200-9,40.581432,-74.097694,9/9/2019,99500,1/21/2020 18:34,P,,,6/28/2018,J1772
ELEC,Angelina's Ristorante - Tesla Destination,399 Ellis St,,Staten Island,NY,10307,,718-227-2900  877-798-3752,E,,Public,24 hours daily; see front desk for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.51337,-74.25137,9/30/2019,115240,3/2/2020 20:14,P,,,11/1/2018,TESLA
ELEC,Outerbridge Commons - Tesla Supercharger,2925 Veterans Road West,,Staten Island,NY,10309,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,12,,Tesla,http://www.teslamotors.com/supercharger,GPS,40.527543,-74.23131,1/31/2020,152158,2/6/2020 19:50,P,,,1/20/2020,TESLA
ELEC,Bruno's Bakery and Restaurant - Tesla Destination,676 Forest Ave,,Staten Island,NY,10310,,718-448-0993  877-798-3752,E,,Public,24 hours daily,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.629424,-74.111586,9/30/2019,150541,3/2/2020 20:14,P,,,9/30/2019,TESLA
ELEC,Dana Ford Lincoln,266 W Service Rd,,Staten Island,NY,10314,,718-983-8700,E,,Public - Call ahead,Dealership business hours; for customer use only,,,1,,,Non-Networked,,200-8,40.564507,-74.196034,4/8/2019,64140,1/21/2020 18:34,P,,,11/1/2014,J1772
ELEC,Gateway Center at Bronx Terminal Market,610 Exterior St,Level 1 across from Home Depot lot near the Parking Customer Service Window,Bronx,NY,10451,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.822142,-73.931128,4/1/2020,96647,4/1/2020 8:08,,,,,J1772
ELEC,East 149th Street Municipal Parking Garage,315 E 149th St,,Bronx,NY,10451,,718-292-4523  866-816-7584,E,,Public,24 hours daily,,,3,,,EV Connect,http://evconnect.com/,200-9,40.817326,-73.920914,5/9/2019,65291,3/26/2020 17:18,LG,,,6/1/2015,J1772
ELEC,MP 102 LLC,401 Bedford Park Blvd,"MP GARDEN; 2nd level of garage, Bedford Park side",Bronx,NY,10458,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.867165,-73.883186,4/1/2020,46412,4/1/2020 9:20,,,,,J1772
ELEC,WCS,2300 Southern Blvd,NS1 SOUTHERN; -,Bronx,NY,10460,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,40.850625,-73.881132,4/1/2020,51676,4/1/2020 9:20,,,,,J1772
ELEC,WCS,Boston Rd,NS1 ASIANS1 BOSTON RD; Bronx zoo Asia Parking lot,Bronx,NY,10460,,888-758-4389,E,,Public,24 hours daily,,,3,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.846205,-73.876513,4/1/2020,104341,4/1/2020 9:20,,,,,J1772
ELEC,ATAHOUSING407,1734-1774 Mulford Ave,"HAZEL TOWERS 1; Restricted for use to residents only, station is between Spaces #158 &amp; #159",Bronx,NY,10461,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.846821,-73.834633,4/1/2020,52016,4/1/2020 9:20,,,,,J1772
ELEC,Century Parking Corp - Tesla Destination,2600 Netherland Ave,,Bronx,NY,10463,,718-543-6002  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.878611,-73.914792,9/30/2019,114888,3/2/2020 20:14,P,,,11/1/2018,TESLA
ELEC,3050 Corlear Ave - Nagle Parking Inc. - Tesla Destination,3050 Corlear Ave,,Bronx,NY,10463,,718-708-5077  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.8799,-73.907762,9/30/2019,150624,3/2/2020 20:14,P,,,9/30/2019,TESLA
ELEC,MONTEFIOREMOSES,613 E 233rd St,"WAKEFIELD; Located in the 24 hour garage at Montefiori Wakefield Campus.  Right side of garage entrance, in line of sight with attendant booth.  ",Bronx,NY,10466,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.894881,-73.860525,4/1/2020,53110,4/1/2020 9:20,,,,,J1772
ELEC,Jerome-Gun Hill Road - Municipal Parking Garage,3510 Jerome Ave,,New York,NY,10467,,866-816-7584,E,,Public,24 hours daily,,,5,,,EV Connect,http://evconnect.com/,GPS,40.882958,-73.880725,6/6/2019,123102,3/30/2020 21:22,P,,,4/1/2019,J1772
ELEC,MONTEFIOREMOSES,111 E 210th St,"MOSES; Located in the Montefiori Moses Center parking garage, Rochambeau entrance ",New York,NY,10467,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.879718,-73.880394,4/1/2020,53124,4/1/2020 9:20,,,,,J1772
ELEC,VERIZON COMM,2885 Jerome Ave,BRONX-1 GWC; -BRONX-2 GWC; -,West Bronx,NY,10468,,888-758-4389,E,,Public,24 hours daily,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,40.872524,-73.890564,4/1/2020,154816,4/1/2020 9:20,,,,,J1772
ELEC,Parking Garage,2478 Jerome Ave,,Bronx,NY,10468,,866-816-7584,E,,Public,Garage business hours,,,3,,,EV Connect,http://evconnect.com/,200-8,40.863131,-73.900529,5/9/2019,94830,3/26/2020 17:18,P,,,1/8/2015,J1772
